density_sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,density_t_m3
CR-C03-006-D0004,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,89.268197436,90.268197436,1.000000000,2.632772816
CR-C03-006-D0005,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,114.268197436,115.268197436,1.000000000,2.637102050
CR-C03-006-D0006,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,139.268197436,140.268197436,1.000000000,2.653816854
CR-C03-006-D0007,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,164.268197436,165.268197436,1.000000000,2.635014720
CR-C03-006-D0008,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,189.268197436,190.268197436,1.000000000,2.658923745
CR-C03-006-D0009,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,214.268197436,215.268197436,1.000000000,2.629175944
CR-C03-006-D0010,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,239.268197436,240.268197436,1.000000000,2.627739076
CR-C03-006-D0011,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,264.268197436,265.268197436,1.000000000,2.645828869
CR-C03-006-D0012,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,289.268197436,290.268197436,1.000000000,2.542398131
CR-C03-006-D0013,CR-C03-006,DS04,cerro_rojo,CAMPAIGN_03,314.268197436,315.268197436,1.000000000,2.553329551
